1	A1BG	1	11167	A1bg	MGI:2152878	NA	NA
390	ACAD10	80724	49825	Acad10	MGI:1919235	NA	NA
391	ACAD11	84129	49896	Acad11	MGI:2143169	NA	NA
392	ACAD8	27034	8662	Acad8	MGI:1914198	NA	NA
393	ACAD9	28976	8539	Acad9	MGI:1914272	NA	NA
394	ACADL	33	37498	Acadl	MGI:87866	MP:0010768	NA
395	ACADL	33	37498	Acadl	MGI:87866	MP:0005389	NA
396	ACADL	33	37498	Acadl	MGI:87866	MP:0005385	NA
397	ACADL	33	37498	Acadl	MGI:87866	MP:0005370	NA
398	ACADL	33	37498	Acadl	MGI:87866	MP:0005376	NA
399	ACADL	33	37498	Acadl	MGI:87866	MP:0005367	NA
400	ACADM	34	3	Acadm	MGI:87867	MP:0005376	NA
401	ACADM	34	3	Acadm	MGI:87867	MP:0005369	NA
402	ACADM	34	3	Acadm	MGI:87867	MP:0010768	NA
403	ACADM	34	3	Acadm	MGI:87867	MP:0005385	NA
404	ACADM	34	3	Acadm	MGI:87867	MP:0005370	NA
405	ACADS	35	20057	Acads	MGI:87868	MP:0005367	NA
406	ACADS	35	20057	Acads	MGI:87868	MP:0005386	NA
407	ACADS	35	20057	Acads	MGI:87868	MP:0005370	NA
408	ACADS	35	20057	Acads	MGI:87868	MP:0010771	NA
409	ACADS	35	20057	Acads	MGI:87868	MP:0010768	NA
410	ACADS	35	20057	Acads	MGI:87868	MP:0005369	NA
411	ACADS	35	20057	Acads	MGI:87868	MP:0005384	NA
412	ACADS	35	20057	Acads	MGI:87868	MP:0005376	NA
413	ACADSB	36	1216	Acadsb	MGI:1914135	NA	NA
414	ACADVL	37	5	Acadvl	MGI:895149	MP:0005369	NA
415	ACADVL	37	5	Acadvl	MGI:895149	MP:0005384	NA
416	ACADVL	37	5	Acadvl	MGI:895149	MP:0005376	NA
417	ACADVL	37	5	Acadvl	MGI:895149	MP:0005370	NA
418	ACADVL	37	5	Acadvl	MGI:895149	MP:0005386	NA
419	ACADVL	37	5	Acadvl	MGI:895149	MP:0010768	NA
420	ACADVL	37	5	Acadvl	MGI:895149	MP:0005385	NA
421	ACADVL	37	5	Acadvl	MGI:895149	MP:0005378	NA
422	ACADVL	37	5	Acadvl	MGI:895149	MP:0002006	NA
423	ACADVL	37	5	Acadvl	MGI:895149	MP:0005375	NA
424	ACAP1	9744	22835	Acap1	MGI:2388270	NA	NA
425	ACAP2	23527	8182	Acap2	MGI:1925868	NA	NA
426	ACAP3	116983	23708	Acap3	MGI:2153589	MP:0005371	NA
427	ACAP3	116983	23708	Acap3	MGI:2153589	MP:0005390	NA
428	ACAP3	116983	23708	Acap3	MGI:2153589	MP:0005378	NA
429	ACAT1	38	6	Acat1	MGI:87870	NA	NA
430	ACAT2	39	55855	Acat2	MGI:87871	MP:0010768	NA
431	ACAT2	39	55855	Acat3	MGI:109182	NA	NA
432	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0005391	NA
433	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0010768	NA
434	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0005397	NA
435	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0005378	NA
436	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0005375	NA
437	ACBD3	64746	11227	Acbd3	MGI:2181074	MP:0005376	NA
438	ACBD4	79777	32596	Acbd4	MGI:1914381	NA	NA
439	ACBD5	91452	12541	Acbd5	MGI:1921409	NA	NA
440	ACBD6	84320	12465	Acbd6	MGI:1919732	NA	NA
441	ACBD7	414149	82242	Acbd7	MGI:1925495	NA	NA
442	ACCS	84680	75335	Accs	MGI:1919717	NA	NA
443	ACCSL	390110	86007	Accsl	MGI:3584519	NA	NA
444	ACD	65057	23391	Acd	MGI:87873	MP:0010771	NA
445	ACD	65057	23391	Acd	MGI:87873	MP:0005378	NA
446	ACD	65057	23391	Acd	MGI:87873	MP:0005379	NA
447	ACD	65057	23391	Acd	MGI:87873	MP:0005381	NA
448	ACD	65057	23391	Acd	MGI:87873	MP:0005382	NA
449	ACD	65057	23391	Acd	MGI:87873	MP:0005384	NA
450	ACD	65057	23391	Acd	MGI:87873	MP:0005376	NA
451	ACD	65057	23391	Acd	MGI:87873	MP:0005367	NA
452	ACD	65057	23391	Acd	MGI:87873	MP:0005386	NA
453	ACD	65057	23391	Acd	MGI:87873	MP:0010768	NA
454	ACD	65057	23391	Acd	MGI:87873	MP:0005389	NA
455	ACD	65057	23391	Acd	MGI:87873	MP:0002006	NA
456	ACD	65057	23391	Acd	MGI:87873	MP:0001186	NA
457	ACD	65057	23391	Acd	MGI:87873	MP:0005377	NA
458	ACD	65057	23391	Acd	MGI:87873	MP:0005371	NA
459	ACE	1636	37351	Ace	MGI:87874	MP:0005378	NA
460	ACE	1636	37351	Ace	MGI:87874	MP:0005375	NA
461	ACE	1636	37351	Ace	MGI:87874	MP:0005379	NA
462	ACE	1636	37351	Ace	MGI:87874	MP:0005376	NA
463	ACE	1636	37351	Ace	MGI:87874	MP:0005387	NA
464	ACE	1636	37351	Ace	MGI:87874	MP:0005367	NA
465	ACE	1636	37351	Ace	MGI:87874	MP:0010768	NA
466	ACE	1636	37351	Ace	MGI:87874	MP:0005389	NA
467	ACE	1636	37351	Ace	MGI:87874	MP:0005385	NA
468	ACE	1636	37351	Ace	MGI:87874	MP:0005397	NA
469	ACE	1636	37351	Ace	MGI:87874	MP:0002006	NA
470	ACE	1636	37351	Ace	MGI:87874	MP:0005386	NA
471	ACE2	59272	41448	Ace2	MGI:1917258	MP:0005367	NA
472	ACE2	59272	41448	Ace2	MGI:1917258	MP:0005388	NA
473	ACE2	59272	41448	Ace2	MGI:1917258	MP:0010768	NA
474	ACE2	59272	41448	Ace2	MGI:1917258	MP:0005385	NA
475	ACE2	59272	41448	Ace2	MGI:1917258	MP:0005369	NA
476	ACE2	59272	41448	Ace2	MGI:1917258	MP:0005376	NA
477	ACER1	125981	15853	Acer1	MGI:2181962	MP:0001186	NA
478	ACER1	125981	15853	Acer1	MGI:2181962	MP:0005376	NA
479	ACER1	125981	15853	Acer1	MGI:2181962	MP:0005391	NA
480	ACER1	125981	15853	Acer1	MGI:2181962	MP:0010771	NA
481	ACER2	340485	14986	Acer2	MGI:1920932	NA	NA
482	ACER3	55331	5410	Acer3	MGI:1913440	NA	NA
483	ACHE	43	543	Ache	MGI:87876	MP:0005388	NA
484	ACHE	43	543	Ache	MGI:87876	MP:0005386	NA
485	ACHE	43	543	Ache	MGI:87876	MP:0005389	NA
486	ACHE	43	543	Ache	MGI:87876	MP:0010768	NA
487	ACHE	43	543	Ache	MGI:87876	MP:0005397	NA
488	ACHE	43	543	Ache	MGI:87876	MP:0003631	NA
489	ACHE	43	543	Ache	MGI:87876	MP:0005377	NA
490	ACHE	43	543	Ache	MGI:87876	MP:0005369	NA
491	ACHE	43	543	Ache	MGI:87876	MP:0005391	NA
492	ACHE	43	543	Ache	MGI:87876	MP:0005382	NA
493	ACHE	43	543	Ache	MGI:87876	MP:0005376	NA
494	ACHE	43	543	Ache	MGI:87876	MP:0005378	NA
495	ACHE	43	543	Ache	MGI:87876	MP:0005375	NA
496	ACIN1	22985	22853	Acin1	MGI:1891824	NA	NA
497	ACKR1	2532	48067	Ackr1	MGI:1097689	MP:0005376	NA
498	ACKR1	2532	48067	Ackr1	MGI:1097689	MP:0005387	NA
499	ACKR1	2532	48067	Ackr1	MGI:1097689	MP:0005390	NA
500	ACKR2	1238	992	Ackr2	MGI:1891697	MP:0010771	NA
501	ACKR2	1238	992	Ackr2	MGI:1891697	MP:0005387	NA
502	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005387	NA
503	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005385	NA
504	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005397	NA
505	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0010768	NA
506	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005388	NA
507	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005376	NA
508	ACKR3	57007	22419	Ackr3	MGI:109562	MP:0005369	NA
509	ACKR4	51554	49474	Ackr4	MGI:2181676	MP:0005387	NA
510	ACKR4	51554	49474	Ackr4	MGI:2181676	MP:0005376	NA
511	ACKR4	51554	49474	Ackr4	MGI:2181676	MP:0005397	NA
512	ACKR4	51554	49474	Ackr4	MGI:2181676	MP:0002873	NA
513	ACLY	47	854	Acly	MGI:103251	MP:0010768	NA
514	ACMSD	130013	44520	Acmsd	MGI:2386323	NA	NA
515	ACO1	48	1657	Aco1	MGI:87879	MP:0005376	NA
516	ACO1	48	1657	Aco1	MGI:87879	MP:0010768	NA
517	ACO1	48	1657	Aco1	MGI:87879	MP:0002873	NA
518	ACO2	50	856	Aco2	MGI:87880	NA	NA
519	ACOT1	641371	134585	Acot3	MGI:2159619	NA	NA
520	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005378	NA
521	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005375	NA
522	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005376	NA
523	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005387	NA
524	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005384	NA
525	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005370	NA
526	ACOT11	26027	11977	Acot11	MGI:1913736	MP:0005386	NA
527	ACOT12	134526	12540	Acot12	MGI:1921406	NA	NA
528	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005381	NA
529	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005370	NA
530	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005386	NA
531	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005378	NA
532	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005375	NA
533	ACOT13	55856	41273	Acot13	MGI:1914084	MP:0005376	NA
534	ACOT2	10965	25661	Acot2	MGI:2159605	NA	NA
535	ACOT4	122970	44237	Acot4	MGI:2159621	NA	NA
536	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0003631	NA
537	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0005370	NA
538	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0005386	NA
539	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0005375	NA
540	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0005378	NA
541	ACOT7	11332	15780	Acot7	MGI:1917275	MP:0005376	NA
542	ACOT8	10005	3991	Acot8	MGI:2158201	NA	NA
543	ACOT9	23597	8206	Acot10	MGI:1928940	NA	NA
544	ACOT9	23597	8206	Acot9	MGI:1928939	NA	NA
545	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005376	NA
546	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005370	NA
547	ACOX1	51	38299	Acox1	MGI:1330812	MP:0002006	NA
548	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005379	NA
549	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005378	NA
550	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005389	NA
551	ACOX1	51	38299	Acox1	MGI:1330812	MP:0005387	NA
552	ACOX2	8309	74473	Acox2	MGI:1934852	NA	NA
553	ACOX3	8310	37792	Acox3	MGI:1933156	NA	NA
554	ACOXL	55289	75083	Acoxl	MGI:1921371	NA	NA
555	ACP1	52	38274	Acp1	MGI:87881	MP:0005378	NA
556	ACP1	52	38274	Acp1	MGI:87881	MP:0005384	NA
557	ACP1	52	38274	Acp1	MGI:87881	MP:0005387	NA
558	ACP2	53	1217	Acp2	MGI:87882	MP:0010771	NA
559	ACP2	53	1217	Acp2	MGI:87882	MP:0005378	NA
560	ACP2	53	1217	Acp2	MGI:87882	MP:0005395	NA
561	ACP2	53	1217	Acp2	MGI:87882	MP:0005384	NA
562	ACP2	53	1217	Acp2	MGI:87882	MP:0005376	NA
563	ACP2	53	1217	Acp2	MGI:87882	MP:0005387	NA
564	ACP2	53	1217	Acp2	MGI:87882	MP:0005390	NA
565	ACP2	53	1217	Acp2	MGI:87882	MP:0005367	NA
566	ACP2	53	1217	Acp2	MGI:87882	MP:0003631	NA
567	ACP2	53	1217	Acp2	MGI:87882	MP:0005397	NA
568	ACP2	53	1217	Acp2	MGI:87882	MP:0005386	NA
569	ACP6	51205	41128	Acp6	MGI:1931010	MP:0002873	NA
570	ACPP	55	55552	Acpp	MGI:1928480	MP:0005386	NA
571	ACPP	55	55552	Acpp	MGI:1928480	MP:0010771	NA
572	ACPP	55	55552	Acpp	MGI:1928480	MP:0005389	NA
573	ACPP	55	55552	Acpp	MGI:1928480	MP:0002006	NA
574	ACPP	55	55552	Acpp	MGI:1928480	MP:0005379	NA
575	ACPT	93650	57200	Acpt	MGI:3644563	NA	NA
576	ACR	49	855	Acr	MGI:87884	MP:0005389	NA
577	ACR	49	855	Acr	MGI:87884	MP:0002873	NA
578	ACRBP	84519	9641	Acrbp	MGI:1859515	MP:0005389	NA
579	ACRV1	56	1219	Acrv1	MGI:104590	NA	NA
580	ACSBG1	23205	9044	Acsbg1	MGI:2385656	MP:0005379	NA
581	ACSBG1	23205	9044	Acsbg1	MGI:2385656	MP:0005376	NA
582	ACSBG1	23205	9044	Acsbg1	MGI:2385656	MP:0005389	NA
583	ACSBG2	81616	57133	Acsbg2	MGI:3587728	MP:0002873	NA
584	ACSBG2	81616	57133	Acsbg2	MGI:3587728	MP:0005395	NA
585	ACSBG2	81616	57133	Acsbg2	MGI:3587728	MP:0005376	NA
586	ACSF2	80221	23519	Acsf2	MGI:2388287	MP:0005386	NA
587	ACSF2	80221	23519	Acsf2	MGI:2388287	MP:0002873	NA
588	ACSF3	197322	14958	Acsf3	MGI:2182591	NA	NA
589	ACSL1	2180	37561	Acsl1	MGI:102797	MP:0005376	NA
590	ACSL3	2181	3278	Acsl3	MGI:1921455	MP:0005378	NA
591	ACSL3	2181	3278	Acsl3	MGI:1921455	MP:0005397	NA
592	ACSL3	2181	3278	Acsl3	MGI:1921455	MP:0005387	NA
593	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0002873	NA
594	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0010768	NA
595	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005389	NA
596	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005385	NA
597	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005397	NA
598	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005376	NA
599	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005377	NA
600	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005378	NA
601	ACSL4	2182	56282	Acsl4	MGI:1354713	MP:0005379	NA
602	ACSL5	51703	69208	Acsl5	MGI:1919129	MP:0005391	NA
603	ACSL5	51703	69208	Acsl5	MGI:1919129	MP:0005397	NA
604	ACSL5	51703	69208	Acsl5	MGI:1919129	MP:0005385	NA
605	ACSL5	51703	69208	Acsl5	MGI:1919129	MP:0005376	NA
606	ACSL6	23305	100939	Acsl6	MGI:894291	NA	NA
607	ACSM1	116285	24930	Acsm1	MGI:2152200	NA	NA
608	ACSM2A	123876	70404	Acsm2	MGI:2385289	NA	NA
609	ACSM3	6296	74559	Acsm3	MGI:99538	MP:0002873	NA
610	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0003631	NA
611	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0005378	NA
612	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0005394	NA
613	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0005386	NA
614	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0005388	NA
615	ACSM4	341392	72281	Acsm4	MGI:2681844	MP:0005382	NA
616	ACSM5	54988	69242	Acsm5	MGI:2444086	NA	NA
617	ACSS1	84532	56037	Acss1	MGI:1915988	MP:0005386	NA
618	ACSS1	84532	56037	Acss1	MGI:1915988	MP:0010768	NA
619	ACSS1	84532	56037	Acss1	MGI:1915988	MP:0005378	NA
620	ACSS1	84532	56037	Acss1	MGI:1915988	MP:0005384	NA
621	ACSS1	84532	56037	Acss1	MGI:1915988	MP:0005376	NA
622	ACSS2	55902	6469	Acss2	MGI:1890410	NA	NA
623	ACSS3	79611	11587	Acss3	MGI:2685720	NA	NA
624	ACTA1	58	121702	Acta1	MGI:87902	MP:0005390	NA
625	ACTA1	58	121702	Acta1	MGI:87902	MP:0005391	NA
626	ACTA1	58	121702	Acta1	MGI:87902	MP:0010768	NA
627	ACTA1	58	121702	Acta1	MGI:87902	MP:0005389	NA
628	ACTA1	58	121702	Acta1	MGI:87902	MP:0005378	NA
629	ACTA1	58	121702	Acta1	MGI:87902	MP:0005375	NA
630	ACTA1	58	121702	Acta1	MGI:87902	MP:0005386	NA
631	ACTA1	58	121702	Acta1	MGI:87902	MP:0005370	NA
632	ACTA1	58	121702	Acta1	MGI:87902	MP:0005376	NA
633	ACTA1	58	121702	Acta1	MGI:87902	MP:0005369	NA
634	ACTA2	59	133938	Acta2	MGI:87909	MP:0005369	NA
635	ACTA2	59	133938	Acta2	MGI:87909	MP:0005385	NA
636	ACTA2	59	133938	Acta2	MGI:87909	MP:0005391	NA
637	ACTB	60	110648	Actb	MGI:87904	MP:0005369	NA
638	ACTB	60	110648	Actb	MGI:87904	MP:0005376	NA
639	ACTB	60	110648	Actb	MGI:87904	MP:0005370	NA
640	ACTB	60	110648	Actb	MGI:87904	MP:0005386	NA
641	ACTB	60	110648	Actb	MGI:87904	MP:0005380	NA
642	ACTB	60	110648	Actb	MGI:87904	MP:0002006	NA
643	ACTB	60	110648	Actb	MGI:87904	MP:0005379	NA
644	ACTB	60	110648	Actb	MGI:87904	MP:0005375	NA
645	ACTB	60	110648	Actb	MGI:87904	MP:0005397	NA
646	ACTB	60	110648	Actb	MGI:87904	MP:0005385	NA
647	ACTB	60	110648	Actb	MGI:87904	MP:0005378	NA
648	ACTB	60	110648	Actb	MGI:87904	MP:0005389	NA
649	ACTB	60	110648	Actb	MGI:87904	MP:0010768	NA
650	ACTB	60	110648	Actb	MGI:87904	MP:0002873	NA
651	ACTB	60	110648	Actb	MGI:87904	MP:0003631	NA
652	ACTB	60	110648	Actb	MGI:87904	MP:0005377	NA
653	ACTB	60	110648	Actb	MGI:87904	MP:0005387	NA
654	ACTBL2	345651	134276	Actbl2	MGI:2444552	NA	NA
655	ACTC1	70	68446	Actc1	MGI:87905	MP:0005385	NA
656	ACTC1	70	68446	Actc1	MGI:87905	MP:0005378	NA
657	ACTC1	70	68446	Actc1	MGI:87905	MP:0002873	NA
658	ACTC1	70	68446	Actc1	MGI:87905	MP:0010768	NA
659	ACTC1	70	68446	Actc1	MGI:87905	MP:0005376	NA
660	ACTC1	70	68446	Actc1	MGI:87905	MP:0005384	NA
661	ACTC1	70	68446	Actc1	MGI:87905	MP:0005369	NA
662	ACTG1	71	74402	Actg1	MGI:87906	MP:0005377	NA
663	ACTG1	71	74402	Actg1	MGI:87906	MP:0003631	NA
664	ACTG1	71	74402	Actg1	MGI:87906	MP:0005386	NA
665	ACTG1	71	74402	Actg1	MGI:87906	MP:0005378	NA
666	ACTG1	71	74402	Actg1	MGI:87906	MP:0010768	NA
667	ACTG1	71	74402	Actg1	MGI:87906	MP:0005369	NA
668	ACTG2	72	123845	Actg2	MGI:104589	NA	NA
669	ACTL10	170487	128516	Actl10	MGI:1917612	NA	NA
670	ACTL6A	86	55811	Actl6a	MGI:1861453	MP:0005387	NA
671	ACTL6A	86	55811	Actl6a	MGI:1861453	MP:0010768	NA
672	ACTL6A	86	55811	Actl6a	MGI:1861453	MP:0005397	NA
673	ACTL6A	86	55811	Actl6a	MGI:1861453	MP:0005384	NA
674	ACTL6B	51412	81844	Actl6b	MGI:1933548	MP:0010768	NA
675	ACTL6B	51412	81844	Actl6b	MGI:1933548	MP:0005386	NA
676	ACTL6B	51412	81844	Actl6b	MGI:1933548	MP:0003631	NA
677	ACTL7A	10881	7613	Actl7a	MGI:1343051	NA	NA
678	ACTL7B	10880	21330	Actl7b	MGI:1343053	NA	NA
679	ACTL9	284382	77642	Actl9	MGI:1916731	NA	NA
680	ACTN1	87	55553	Actn1	MGI:2137706	NA	NA
681	ACTN2	88	31016	Actn2	MGI:109192	NA	NA
682	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005367	NA
683	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005387	NA
684	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005391	NA
685	ACTN4	81	55857	Actn4	MGI:1890773	MP:0001186	NA
686	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005385	NA
687	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005397	NA
688	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005378	NA
689	ACTN4	81	55857	Actn4	MGI:1890773	MP:0010768	NA
690	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005376	NA
691	ACTN4	81	55857	Actn4	MGI:1890773	MP:0005384	NA
692	ACTR10	55860	10220	Actr10	MGI:1891654	NA	NA
693	ACTR1A	10121	21173	Actr1a	MGI:1858964	NA	NA
694	ACTR1B	10120	101541	Actr1b	MGI:1917446	NA	NA
695	ACTR2	10097	4181	Actr2	MGI:1913963	NA	NA
696	ACTR3	10096	68483	Actr3	MGI:1921367	MP:0005380	NA
697	ACTR3	10096	68483	Actr3	MGI:1921367	MP:0010768	NA
698	ACTR3B	57180	4180	Actr3b	MGI:2661120	NA	NA
699	ACTR5	79913	6818	Actr5	MGI:1924748	NA	NA
700	ACTR6	64431	6451	Actr6	MGI:1914269	MP:0005376	NA
701	ACTR6	64431	6451	Actr6	MGI:1914269	MP:0010768	NA
702	ACTR8	93973	11286	Actr8	MGI:1860775	NA	NA
703	ACTRT1	139741	23648	Actrt1	MGI:1920610	NA	NA
704	ACTRT2	140625	23647	Actrt2	MGI:1920603	NA	NA
705	ACTRT3	84517	13038	Actrt3	MGI:1923902	NA	NA
706	ACVR1	90	7	Acvr1	MGI:87911	MP:0005384	NA
707	ACVR1	90	7	Acvr1	MGI:87911	MP:0005376	NA
708	ACVR1	90	7	Acvr1	MGI:87911	MP:0005382	NA
709	ACVR1	90	7	Acvr1	MGI:87911	MP:0005369	NA
710	ACVR1	90	7	Acvr1	MGI:87911	MP:0002006	NA
711	ACVR1	90	7	Acvr1	MGI:87911	MP:0010768	NA
712	ACVR1	90	7	Acvr1	MGI:87911	MP:0005378	NA
713	ACVR1	90	7	Acvr1	MGI:87911	MP:0005385	NA
714	ACVR1	90	7	Acvr1	MGI:87911	MP:0005386	NA
715	ACVR1	90	7	Acvr1	MGI:87911	MP:0005380	NA
716	ACVR1	90	7	Acvr1	MGI:87911	MP:0005390	NA
717	ACVR1	90	7	Acvr1	MGI:87911	MP:0005387	NA
718	ACVR1	90	7	Acvr1	MGI:87911	MP:0003631	NA
719	ACVR1	90	7	Acvr1	MGI:87911	MP:0005377	NA
720	ACVR1	90	7	Acvr1	MGI:87911	MP:0005371	NA
721	ACVR1	90	7	Acvr1	MGI:87911	MP:0005381	NA
722	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0010768	NA
723	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0002873	NA
724	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005380	NA
725	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005388	NA
726	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005376	NA
727	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005384	NA
728	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0003631	NA
729	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005382	NA
730	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005378	NA
731	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0010771	NA
732	ACVR1B	91	20906	Acvr1b	MGI:1338944	MP:0005379	NA
733	ACVR1C	130399	26724	Acvr1c	MGI:2661081	MP:0002873	NA
734	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005388	NA
735	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005380	NA
736	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005389	NA
737	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0010768	NA
738	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005385	NA
739	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005397	NA
740	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005391	NA
741	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005382	NA
742	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0003631	NA
743	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005381	NA
744	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005390	NA
745	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005384	NA
746	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005376	NA
747	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005387	NA
748	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005379	NA
749	ACVR2A	92	20391	Acvr2a	MGI:102806	MP:0005378	NA
750	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005378	NA
751	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005369	NA
752	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005367	NA
753	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005390	NA
754	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005384	NA
755	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005376	NA
756	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005387	NA
757	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005370	NA
758	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005388	NA
759	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005380	NA
760	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0010768	NA
761	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005385	NA
762	ACVR2B	93	863	Acvr2b	MGI:87912	MP:0005397	NA
763	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005378	NA
764	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005382	NA
765	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0003631	NA
766	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005369	NA
767	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005381	NA
768	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005376	NA
769	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005388	NA
770	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005370	NA
771	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005380	NA
772	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0010768	NA
773	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0002873	NA
774	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005397	NA
775	ACVRL1	94	20058	Acvrl1	MGI:1338946	MP:0005385	NA
776	ACY1	95	110440	Acy1	MGI:87913	NA	NA
777	ACY3	91703	12401	Acy3	MGI:1918920	NA	NA
778	ACYP1	97	11932	Acyp1	MGI:1913454	NA	NA
779	ACYP2	98	41776	Acyp2	MGI:1922822	NA	NA
780	ADA	100	37249	Ada	MGI:87916	MP:0005381	NA
781	ADA	100	37249	Ada	MGI:87916	MP:0005387	NA
782	ADA	100	37249	Ada	MGI:87916	MP:0005367	NA
783	ADA	100	37249	Ada	MGI:87916	MP:0005390	NA
784	ADA	100	37249	Ada	MGI:87916	MP:0005388	NA
