GeneSymbol	EntrezID	MedGenID	Phenotype	Grouped
SERPINF2	5345	C2752081	"Anti-plasmin.deficiency,.congenital"	"Anti-plasmin.deficiency,.congenital"
MAOA	4128	C1839704	"Antisocial.behavior.following.childhood.maltreatment,.susceptibility.to"	"Antisocial.behavior.following.childhood.maltreatment,.susceptibility.to"
SERPINC1	462	CN221564	Antithrombin.deficiency	Antithrombin.deficiency
SERPINC1	462	C0272375	Antithrombin.III.deficiency	Antithrombin.III.deficiency
POR	5447	C1860042	Antley-Bixler.syndrome.with.genital.anomalies.and.disordered.steroidogenesis	Antley-Bixler.syndrome.with.genital.anomalies.and.disordered.steroidogenesis
FGFR2	2263	C2936791	Antley-Bixler.syndrome.without.genital.anomalies.or.disordered.steroidogenesis	Antley-Bixler.syndrome.without.genital.anomalies.or.disordered.steroidogenesis
MYH11	4629	C0003486	Aortic.aneurysm	Aortic.aneurysm
MYH11	4629	C1851504	"Aortic.aneurysm,.familial.thoracic.4"	Aortic.aneurysm
ACTA2	59	C2673186	"Aortic.aneurysm,.familial.thoracic.6"	Aortic.aneurysm
MYLK	4638	C3151077	"Aortic.aneurysm,.familial.thoracic.7"	Aortic.aneurysm
PRKG1	5592	C3809513	"Aortic.aneurysm,.familial.thoracic.8"	Aortic.aneurysm
MFAP5	8076	CN224986	"Aortic.aneurysm,.familial.thoracic.9"	Aortic.aneurysm
SMAD6	4091	C3542024	Aortic.valve.disease.2	Aortic.valve.disease.3
NOTCH1	4851	C1260873	Aortic.valve.disorder	Aortic.valve.disorder
FOXE3	2301	C1853230	"Aphakia,.congenital.primary"	"Aphakia,.congenital.primary"
BMS1	9790	C0282160	Aplasia.cutis.congenita	Aplasia.cutis.congenita
COX7B	1349	C3550921	"Aplasia.cutis.congenita,.reticulolinear,.with.microcephaly,.facial.dysmorphism,.and.other.congenital.anomalies"	Aplasia.cutis.congenita
NBN	4683	C0002874	Aplastic.anemia	Aplastic.anemia
PRF1	5551	C0002874	Aplastic.anemia	Aplastic.anemia
TERC	7012	C0002874	Aplastic.anemia	Aplastic.anemia
TERT	7015	C0002874	Aplastic.anemia	Aplastic.anemia
TINF2	26277	C0002874	Aplastic.anemia	Aplastic.anemia
IFNG	3458	C2684859	"Aplastic.anemia,.susceptibility.to"	Aplastic.anemia
PRF1	5551	C2684859	"Aplastic.anemia,.susceptibility.to"	Aplastic.anemia
ABCC11	85320	C1861696	"Apocrine.gland.secretion,.variation.in"	"Apocrine.gland.secretion,.variation.in"
APOA1	335	C0342898	Apolipoprotein.a-i.deficiency	Apolipoprotein.a-i.deficiency
APOC2	344	C1720779	Apolipoprotein.C2.deficiency	Apolipoprotein.C2.deficiency
APOC2	NA	C1720779	Apolipoprotein.C2.deficiency	Apolipoprotein.C2.deficiency
HSD11B2	3291	C2936861	Apparent.mineralocorticoid.excess	Apparent.mineralocorticoid.excess
CYP3A5	1577	CN228655	appendicular.lean.mass.relative.to.body.height	appendicular.lean.mass.relative.to.body.height
APRT	353	C0268121	"APRT.deficiency,.Japanese.type"	"APRT.deficiency,.Japanese.type"
ARG1	383	C0268548	Arginase.deficiency	Arginase.deficiency
GATM	2628	C2675179	Arginine:glycine.amidinotransferase.deficiency	Arginine:glycine.amidinotransferase.deficiency
ASL	435	C0268547	Argininosuccinate.lyase.deficiency	Argininosuccinate.lyase.deficiency
CYP19A1	1588	C0878680	Aromatase.deficiency	Aromatase.deficiency
AKAP9	10142	C0003811	Arrhythmia	Arrhythmia
ANK2	287	C0003811	Arrhythmia	Arrhythmia
ATP1B1	481	C0003811	Arrhythmia	Arrhythmia
CACNA1C	775	C0003811	Arrhythmia	Arrhythmia
CACNB2	783	C0003811	Arrhythmia	Arrhythmia
CASQ2	845	C0003811	Arrhythmia	Arrhythmia
DSG2	1829	C0003811	Arrhythmia	Arrhythmia
HCN4	10021	C0003811	Arrhythmia	Arrhythmia
JUP	3728	C0003811	Arrhythmia	Arrhythmia
KCNE1	3753	C0003811	Arrhythmia	Arrhythmia
KCNE2	9992	C0003811	Arrhythmia	Arrhythmia
KCNE3	10008	C0003811	Arrhythmia	Arrhythmia
KCNH2	3757	C0003811	Arrhythmia	Arrhythmia
KCNJ2	3759	C0003811	Arrhythmia	Arrhythmia
KCNJ5	3762	C0003811	Arrhythmia	Arrhythmia
KCNJ8	3764	C0003811	Arrhythmia	Arrhythmia
KCNQ1	3784	C0003811	Arrhythmia	Arrhythmia
LIG3	3980	C0003811	Arrhythmia	Arrhythmia
NOS1AP	9722	C0003811	Arrhythmia	Arrhythmia
NPPA	4878	C0003811	Arrhythmia	Arrhythmia
RANGRF	29098	C0003811	Arrhythmia	Arrhythmia
RYR2	6262	C0003811	Arrhythmia	Arrhythmia
SCN1B	6324	C0003811	Arrhythmia	Arrhythmia
SCN3B	55800	C0003811	Arrhythmia	Arrhythmia
SCN4B	6330	C0003811	Arrhythmia	Arrhythmia
SCN5A	6331	C0003811	Arrhythmia	Arrhythmia
SNTA1	6640	C0003811	Arrhythmia	Arrhythmia
CALR3	125972	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
CTF1	1489	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
DMD	1756	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
DSC2	1824	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
DSG2	1829	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
DSP	1832	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
JUP	3728	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
KCNH2	3757	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
LAMA4	3910	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
LMNA	4000	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
PKP2	5318	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
PLN	5350	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
RYR2	6262	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
SCN5A	6331	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
SNTA1	6640	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
TMEM43	79188	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
TTN	7273	C0349788	Arrhythmogenic.right.ventricular.cardiomyopathy	Arrhythmia
TGFB3	7043	C1862511	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.1"	Arrhythmia
DSG2	1829	C1857777	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.10"	Arrhythmia
DSC2	1824	C1864850	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.11"	Arrhythmia
JUP	3728	C1969081	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.12"	Arrhythmia
RYR2	6262	C1832931	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.2"	Arrhythmia
TMEM43	79188	C1858379	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.5"	Arrhythmia
DSP	1832	C1843896	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.8"	Arrhythmia
PKP2	5318	C1836906	"Arrhythmogenic.right.ventricular.cardiomyopathy,.type.9"	Arrhythmia
DSC2	1824	CN128708	"Arrhythmogenic.right.ventricular.dysplasia,.familial,.11,.with.mild.palmoplantar.keratoderma.and.woolly.hair"	Arrhythmia
CTNNA3	29119	C3810138	"Arrhythmogenic.right.ventricular.dysplasia,.familial,.13"	Arrhythmia
DSC2	1824	CN221565	Arrhythmogenic.right.ventricular.dysplasia/cardiomyopathy	Arrhythmia
ENPP1	5167	C1859727	Arterial.calcification.of.infancy	Arterial.calcification.of.infancy
COL3A1	1281	CN004695	Arterial.dissection	Arterial.dissection
GATA5	140628	CN004695	Arterial.dissection	Arterial.dissection
NOTCH1	4851	CN004695	Arterial.dissection	Arterial.dissection
SKI	6497	CN004695	Arterial.dissection	Arterial.dissection
SLC2A10	81031	C1859726	Arterial.tortuosity.syndrome	Arterial.tortuosity.syndrome
ECEL1	9427	C3554415	"Arthrogryposis,.distal,.type.5d"	"Arthrogryposis,.distal,.type.5d"
SLC35A3	23443	C3809910	"Arthrogryposis,.mental.retardation,.and.seizures"	Arthrogryposis
VIPAS39	63894	C3150672	"Arthrogryposis,.renal.dysfunction,.and.cholestasis.2"	Arthrogryposis
ADGRG6	57211	C2931264	Arthrogryposis.multiplex.congenita	Arthrogryposis
UBA1	7317	C1844934	"Arthrogryposis.multiplex.congenita,.distal,.X-linked"	Arthrogryposis
TPM2	7169	C0220662	Arthrogryposis.multiplex.congenita.distal.type.1	Arthrogryposis
VPS33B	26276	C1859722	Arthrogryposis.renal.dysfunction.cholestasis.syndrome	Arthrogryposis
PRPS1	5631	C0796028	Arts.syndrome	Arts.syndrome
ARSA	410	CN068604	Arylsulfatase.A.pseudodeficiency	Arylsulfatase.A.pseudodeficiency
ASNS	440	C3809971	Asparagine.synthetase.deficiency	Asparagine.synthetase.deficiency
GOT1	2805	C3280741	"Aspartate.aminotransferase,.serum.level.of,.quantitative.trait.locus.1"	"Aspartate.aminotransferase,.serum.level.of,.quantitative.trait.locus.2"
AGA	175	CN068400	"Aspartylglucosaminuria,.finnish.type"	Aspartylglucosaminuria
AGA	175	C0268225	Aspartylglycosaminuria	Aspartylglycosaminuria
NLGN4X	57502	C1845334	Asperger.syndrome.X-linked.2	Aspergers
IFT80	57560	C1970005	Asphyxiating.thoracic.dystrophy.2	Asphyxiating.thoracic.dystrophy
TTC21B	79809	C3151185	Asphyxiating.thoracic.dystrophy.4	Asphyxiating.thoracic.dystrophy
WDR19	57728	C3280598	Asphyxiating.thoracic.dystrophy.5	Asphyxiating.thoracic.dystrophy
PTGER2	5732	C1876174	"Asthma,.aspirin-induced,.susceptibility.to"	Asthma
ALOX5	240	C1833270	"Asthma,.diminished.response.to.antileukotriene.treatment.in"	Asthma
MUC7	4589	C1833269	"Asthma,.protection.against"	Asthma
CCL11	6356	C1869116	"Asthma,.susceptibility.to"	Asthma
HNMT	3176	C1869116	"Asthma,.susceptibility.to"	Asthma
IL13	3596	C1869116	"Asthma,.susceptibility.to"	Asthma
SCGB1A1	7356	C1869116	"Asthma,.susceptibility.to"	Asthma
SCGB3A2	117156	C1869116	"Asthma,.susceptibility.to"	Asthma
TBX21	30009	C1858067	Asthma.and.nasal.polyps	Asthma
PTGDR	5729	C1846534	"ASTHMA-RELATED.TRAITS,.SUSCEPTIBILITY.TO,.1"	Asthma
NPSR1	387129	C1837811	"ASTHMA-RELATED.TRAITS,.SUSCEPTIBILITY.TO,.2"	Asthma
IRAK3	11213	C1970224	"ASTHMA-RELATED.TRAITS,.SUSCEPTIBILITY.TO,.5"	Asthma
CHI3L1	1116	C2677770	"ASTHMA-RELATED.TRAITS,.SUSCEPTIBILITY.TO,.7"	Asthma
TP53	7157	C0004114	Astrocytoma	Astrocytoma
DNAJC3	5611	CN225195	"Ataxia,.combined.cerebellar.and.peripheral,.with.hearing.loss.and.diabetes.mellitus"	Ataxia
RNF170	81790	C1837015	"Ataxia,.sensory,.autosomal.dominant"	Ataxia
VAMP1	6843	C1970107	"Ataxia,.spastic,.1,.autosomal.dominant"	Ataxia
KIF1C	10749	C1969796	"Ataxia,.spastic,.2,.autosomal.recessive"	Ataxia
MARS2	92935	C1969645	"Ataxia,.spastic,.3,.autosomal.recessive"	Ataxia
MTPAP	55149	C3150925	"Ataxia,.spastic,.4,.autosomal.recessive"	Ataxia
TTPA	7274	C1848533	Ataxia.with.vitamin.E.deficiency	Ataxia
PIK3R5	23533	C3554690	Ataxia-oculomotor.apraxia.3	Ataxia
PNKP	11284	CN228595	ATAXIA-OCULOMOTOR.APRAXIA.4	Ataxia
ATM	472	C0004135	Ataxia-telangiectasia.syndrome	Ataxia
ATM	472	C1876175	Ataxia-telangiectasia.variant	Ataxia
MRE11A	4361	C1858391	Ataxia-telangiectasia-like.disorder	Ataxia
PCNA	5111	CN197312	Ataxia-telangiectasia-like.disorder.2	Ataxia
BRCA2	675	C0342573	Ateleiotic.dwarfism	Ateleiotic.dwarfism
CRIPT	9419	C0342573	Ateleiotic.dwarfism	Ateleiotic.dwarfism
DNA2	1763	C0342573	Ateleiotic.dwarfism	Ateleiotic.dwarfism
GH1	2688	C0342573	Ateleiotic.dwarfism	Ateleiotic.dwarfism
XRCC4	7518	C0342573	Ateleiotic.dwarfism	Ateleiotic.dwarfism
FLNB	2317	C0265283	Atelosteogenesis.type.1	Atelosteogenesis
SLC26A2	1836	C1850554	Atelosteogenesis.type.2	Atelosteogenesis
FLNB	2317	C1862414	Atelosteogenesis.type.3	Atelosteogenesis
HOXA1	3198	C1832215	Athabaskan.brainstem.dysgenesis	Athabaskan.brainstem.dysgenesis
VEGFA	7422	C1851473	"Atherosclerosis,.susceptibility.to"	Atherosclerosis
IL4R	3566	C1840254	"Atopy,.susceptibility.to"	Atopy
SELP	6403	C1840254	"Atopy,.susceptibility.to"	Atopy
SPINK5	11005	C1840254	"Atopy,.susceptibility.to"	Atopy
TF	7018	C1859593	Atransferrinemia	Atransferrinemia
KCNE2	9992	C1963067	Atrial.fibrillation	Atrial.fibrillation
KCNQ1	3784	C1963067	Atrial.fibrillation	Atrial.fibrillation
SCN5A	6331	C0004238	Atrial.fibrillation	Atrial.fibrillation
SCN5A	6331	C1963067	Atrial.fibrillation	Atrial.fibrillation
GJA5	2702	C3279693	"Atrial.fibrillation,.familial,.11"	Atrial.fibrillation
ABCC9	10060	C3279695	"Atrial.fibrillation,.familial,.12"	Atrial.fibrillation
SCN1B	6324	C3809311	"Atrial.fibrillation,.familial,.13"	Atrial.fibrillation
SCN2B	6327	C3809312	"Atrial.fibrillation,.familial,.14"	Atrial.fibrillation
NUP155	9631	CN186322	"Atrial.fibrillation,.familial,.15"	Atrial.fibrillation
SCN3B	55800	CN220307	"Atrial.fibrillation,.familial,.16"	Atrial.fibrillation
SCN4B	6330	CN196901	"Atrial.fibrillation,.familial,.17"	Atrial.fibrillation
KCNQ1	3784	C1837014	"Atrial.fibrillation,.familial,.3"	Atrial.fibrillation
NPPA	4878	C2677294	"Atrial.fibrillation,.familial,.6"	Atrial.fibrillation
KCNA5	3741	C2677106	"Atrial.fibrillation,.familial,.7"	Atrial.fibrillation
PRKAR1A	5573	C1850635	"Atrial.myxoma,.familial"	"Atrial.myxoma,.familial"
NKX2-5	1482	C0018817	Atrial.septal.defect	Atrial.septal.defect
SOS1	6654	C0018817	Atrial.septal.defect	Atrial.septal.defect
GATA4	2626	C1842778	Atrial.septal.defect.2	Atrial.septal.defect
MYH6	4624	C1834527	Atrial.septal.defect.3	Atrial.septal.defect
TBX20	57057	C1969657	Atrial.septal.defect.4	Atrial.septal.defect
ACTC1	70	C2748552	Atrial.septal.defect.5	Atrial.septal.defect
TLL1	7092	C2751315	Atrial.septal.defect.6	Atrial.septal.defect
NKX2-5	1482	C1862388	Atrial.septal.defect.7.with.or.without.atrioventricular.conduction.defects	Atrial.septal.defect
CITED2	10370	C3280790	Atrial.septal.defect.8	Atrial.septal.defect
NPPA	4878	C3810401	Atrial.standstill.2	Atrial.standstill.3
HR	55806	C1859592	Atrichia.with.papular.lesions	Atrichia.with.papular.lesions
CRELD1	78987	C1853509	"Atrioventricular.septal.defect,.partial,.with.heterotaxy.syndrome"	"Atrioventricular.septal.defect,.partial,.with.heterotaxy.syndrome"
CRELD1	78987	C1853508	Atrioventricular.septal.defect.2	Atrioventricular.septal.defect.2
GATA4	2626	C3280781	Atrioventricular.septal.defect.4	Atrioventricular.septal.defect.4
GATA6	2627	C3280939	Atrioventricular.septal.defect.5	Atrioventricular.septal.defect.5
NDP	4693	C0266526	Atrophia.bulborum.hereditaria	Atrophia.bulborum.hereditaria
LRP1	4035	C0263429	Atrophoderma.vermiculatum	Atrophoderma.vermiculatum
ATRX	546	C1845055	ATR-X.syndrome	ATR-X.syndrome
MECP2	4204	C1263846	Attention.deficit.hyperactivity.disorder	ADHD
TPH2	121278	C2751802	Attention.deficit-hyperactivity.disorder.7	ADHD
DGKE	8526	CN043568	atypical.hemolytic-uremic.syndrome	atypical.hemolytic-uremic.syndrome
BAAT	570	C2749604	Atypical.hemolytic-uremic.syndrome.1	Atypical.hemolytic-uremic.syndrome.1
CFH	3075	C2749604	Atypical.hemolytic-uremic.syndrome.1	Atypical.hemolytic-uremic.syndrome.1
CD46	4179	C2752040	Atypical.hemolytic-uremic.syndrome.2	Atypical.hemolytic-uremic.syndrome.2
CFI	3426	C2752039	Atypical.hemolytic-uremic.syndrome.3	Atypical.hemolytic-uremic.syndrome.3
CFB	629	C2752038	Atypical.hemolytic-uremic.syndrome.4	Atypical.hemolytic-uremic.syndrome.4
C3	718	C2752037	Atypical.hemolytic-uremic.syndrome.5	Atypical.hemolytic-uremic.syndrome.5
THBD	7056	C2752036	Atypical.hemolytic-uremic.syndrome.6	Atypical.hemolytic-uremic.syndrome.6
CYBB	1536	C1970859	"Atypical.mycobacteriosis,.familial,.X-linked.2"	"Atypical.mycobacteriosis,.familial,.X-linked.3"
CDKL5	6792	C2748910	Atypical.Rett.syndrome	Atypical.Rett.syndrome
MECP2	4204	C2748910	Atypical.Rett.syndrome	Atypical.Rett.syndrome
DIAPH3	81624	C1836743	"Auditory.neuropathy,.autosomal.dominant,.1"	"Auditory.neuropathy,.autosomal.dominant,.2"
OTOF	9381	CN043167	"Auditory.neuropathy,.autosomal.recessive,.1"	"Auditory.neuropathy,.autosomal.recessive,.2"
TSHZ1	10194	C1842937	"Aural.atresia,.congenital"	"Aural.atresia,.congenital"
GNAI3	2773	C1865295	Auriculocondylar.syndrome.1	Auriculocondylar.syndrome.1
PLCB4	5332	C3553404	Auriculocondylar.syndrome.2	Auriculocondylar.syndrome.2
EDN1	1906	C3810332	Auriculocondylar.syndrome.3	Auriculocondylar.syndrome.3
ALG1L2	644974	CN000674	Autism	Autism
AMPD1	270	CN000674	Autism	Autism
CDKL5	6792	CN000674	Autism	Autism
LAMB3	3914	CN000674	Autism	Autism
MYBBP1A	10514	CN000674	Autism	Autism
CHD8	57680	C3554373	"Autism,.susceptibility.to,.18"	Autism
EIF4E	1977	C3554495	"Autism,.susceptibility.to,.19"	Autism
NLGN3	54413	C1845540	"Autism,.susceptibility.to,.X-linked.1"	Autism
NLGN4X	57502	C1845539	"Autism,.susceptibility.to,.X-linked.2"	Autism
MECP2	4204	C1845336	"Autism,.susceptibility.to,.X-linked.3"	Autism
RPL10	6134	C3275438	"Autism,.susceptibility.to,.X-linked.5"	Autism
GLO1	2739	C1968924	Autism.1	Autism
EN2	2020	C1970242	Autism.10	Autism
CNTNAP2	26047	C2677504	Autism.15	Autism
SLC9A9	285195	C3150677	Autism.16	Autism
SHANK2	22941	C3150693	Autism.17	Autism
MET	4233	C1970243	Autism.9	Autism
TSC2	7249	C1510586	Autism.spectrum.disorders	Autism
ANK3	288	C0004352	Autistic.disorder.of.childhood.onset	Autism
SCN1A	6323	C0004352	Autistic.disorder.of.childhood.onset	Autism
WDR93	56964	C1298684	Autistic.spectrum.disorder.with.isolated.skills	Autism
STAT3	6774	CN207828	"Autoimmune.disease,.multisystem,.infantile-onset"	Autoimmune.disease
ITCH	83737	C3150649	"Autoimmune.disease,.syndromic.multisystem"	Autoimmune.disease
FOXD3	27022	C1842979	Autoimmune.disease.1	Autoimmune.disease
SIAE	54414	C3150797	Autoimmune.disease.6	Autoimmune.disease
FAS	355	C1328840	Autoimmune.lymphoproliferative.syndrome	Autoimmune.disease
FASLG	356	C1328840	Autoimmune.lymphoproliferative.syndrome	Autoimmune.disease
FAS	355	C1866119	"Autoimmune.lymphoproliferative.syndrome,.type.1a"	Autoimmune.disease
FASLG	356	C1866120	"Autoimmune.lymphoproliferative.syndrome,.type.1b"	Autoimmune.disease
CASP10	843	C1858968	"Autoimmune.lymphoproliferative.syndrome,.type.2"	Autoimmune.disease
CTLA4	1493	CN221537	"AUTOIMMUNE.LYMPHOPROLIFERATIVE.SYNDROME,.TYPE.V"	Autoimmune.disease
AIRE	326	C1855869	"Autoimmune.polyglandular.syndrome.type.1,.autosomal.dominant"	Autoimmune.disease
AIRE	326	C2749602	"Autoimmune.polyglandular.syndrome.type.1,.with.reversible.metaphyseal.dysplasia"	Autoimmune.disease
TG	7038	C1842444	Autoimmune.thyroid.disease.3	Autoimmune.disease
ZFAT	57623	C1842444	Autoimmune.thyroid.disease.3	Autoimmune.disease
PLCG2	5336	C3553961	"Autoinflammation,.antibody.deficiency,.and.immune.dysregulation,.plcg2-associated"	Autoimmune.disease
NLRC4	58484	CN220130	Autoinflammation.with.infantile.enterocolitis	Autoinflammation.with.infantile.enterocolitis
IRF8	3394	C3808589	Autosomal.dominant.CD11C+/CD1C+.dendritic.cell.deficiency	Autosomal.dominant.CD11C+/CD1C+.dendritic.cell.deficiency
EDAR	10913	C1720965	Autosomal.dominant.hypohidrotic.ectodermal.dysplasia	Autosomal.dominant.hypohidrotic.ectodermal.dysplasia
EDARADD	128178	C1720965	Autosomal.dominant.hypohidrotic.ectodermal.dysplasia	Autosomal.dominant.hypohidrotic.ectodermal.dysplasia
FGF23	8074	C0342642	Autosomal.dominant.hypophosphatemic.rickets	Autosomal.dominant.hypophosphatemic.rickets
SPRED1	161742	C0443147	Autosomal.dominant.inheritance	Autosomal.dominant.inheritance
GH1	2688	C0271567	Autosomal.dominant.isolated.somatotropin.deficiency	Autosomal.dominant.isolated.somatotropin.deficiency
POLG	5428	C1834846	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.1	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.1
SLC25A4	291	C1836460	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.2	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.2
C10orf2	56652	C1836439	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.3	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.3
POLG2	11232	C1864668	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.4	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.4
RRM2B	50484	C2751319	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.5	Autosomal.dominant.progressive.external.ophthalmoplegia.with.mitochondrial.DNA.deletions.5
TUBB4A	10382	C1851943	Autosomal.dominant.torsion.dystonia.4	Autosomal.dominant.torsion.dystonia.5
BIN1	274	C0410204	Autosomal.recessive.centronuclear.myopathy	Autosomal.recessive.centronuclear.myopathy
TTN	7273	C0410204	Autosomal.recessive.centronuclear.myopathy	Autosomal.recessive.centronuclear.myopathy
TGM1	7051	C3536797	Autosomal.recessive.congenital.ichthyosis.1	ichthyosis
PNPLA1	285848	C3554355	Autosomal.recessive.congenital.ichthyosis.10	ichthyosis
ALOX12B	242	C1855792	Autosomal.recessive.congenital.ichthyosis.2	ichthyosis
ALOXE3	59344	C1847849	Autosomal.recessive.congenital.ichthyosis.3	ichthyosis
ABCA12	26154	C1832550	Autosomal.recessive.congenital.ichthyosis.4A	ichthyosis
ABCA12	26154	C0239849	Autosomal.recessive.congenital.ichthyosis.4B	ichthyosis
CYP4F22	126410	C1858142	Autosomal.recessive.congenital.ichthyosis.5	ichthyosis
NIPAL4	348938	C2677065	Autosomal.recessive.congenital.ichthyosis.6	ichthyosis
LIPN	643418	C3151377	Autosomal.recessive.congenital.ichthyosis.8	ichthyosis
CERS3	204219	C3554349	Autosomal.recessive.congenital.ichthyosis.9	ichthyosis
EFEMP2	30008	C3280798	Autosomal.recessive.cutis.laxa.type.1B	Autosomal.recessive.cutis.laxa.type.1B
PYCR1	5831	C2751987	Autosomal.recessive.cutis.laxa.type.2B	Autosomal.recessive.cutis.laxa.type.2B
PYCR1	5831	C3280799	Autosomal.recessive.cutis.laxa.type.3B	Autosomal.recessive.cutis.laxa.type.3B
EFEMP2	30008	CN033664	Autosomal.recessive.cutis.laxa.type.IA	Autosomal.recessive.cutis.laxa.type.IA
FBLN5	10516	CN033664	Autosomal.recessive.cutis.laxa.type.IA	Autosomal.recessive.cutis.laxa.type.IA
MPZ	4359	CN069172	Autosomal.recessive.Dejerine-Sottas.syndrome	Autosomal.recessive.Dejerine-Sottas.syndrome
PMP22	5376	CN069172	Autosomal.recessive.Dejerine-Sottas.syndrome	Autosomal.recessive.Dejerine-Sottas.syndrome
PRX	57716	CN069172	Autosomal.recessive.Dejerine-Sottas.syndrome	Autosomal.recessive.Dejerine-Sottas.syndrome
EDAR	10913	C0406702	Autosomal.recessive.hypohidrotic.ectodermal.dysplasia.syndrome	Autosomal.recessive.hypohidrotic.ectodermal.dysplasia.syndrome
EDARADD	128178	C0406702	Autosomal.recessive.hypohidrotic.ectodermal.dysplasia.syndrome	Autosomal.recessive.hypohidrotic.ectodermal.dysplasia.syndrome
SLC34A3	142680	C0342645	Autosomal.recessive.hypophosphatemic.bone.disease	Autosomal.recessive.hypophosphatemic.bone.disease
DMP1	1758	C0342643	Autosomal.recessive.hypophosphatemic.vitamin.D.refractory.rickets	Autosomal.recessive.hypophosphatemic.vitamin.D.refractory.rickets
TNK2	10188	CN183915	Autosomal.recessive.infantile.epilepsy	Autosomal.recessive.infantile.epilepsy
